path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	historical_cohort_only	measurement_ref
sym.excl.quest	p1322-path-sym.excl.quest	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.excl.quest), repr(sym.excl.quest)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.excl.quest		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.excl.quest
sym.exists.not	p1322-path-sym.exists.not	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.exists.not), repr(sym.exists.not)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.exists.not		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.exists.not
sym.fence.dotted	p1322-path-sym.fence.dotted	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.fence.dotted), repr(sym.fence.dotted)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.fence.dotted		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.fence.dotted
sym.fence.l	p1322-path-sym.fence.l	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.fence.l), repr(sym.fence.l)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.fence.l		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.fence.l
sym.fence.l.double	p1322-path-sym.fence.l.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.fence.l.double), repr(sym.fence.l.double)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.fence.l.double		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.fence.l.double
sym.fence.r	p1322-path-sym.fence.r	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.fence.r), repr(sym.fence.r)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.fence.r		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.fence.r
sym.fence.r.double	p1322-path-sym.fence.r.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.fence.r.double), repr(sym.fence.r.double)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.fence.r.double		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.fence.r.double
sym.flat.b	p1322-path-sym.flat.b	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.flat.b), repr(sym.flat.b)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.flat.b		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.flat.b
sym.flat.double	p1322-path-sym.flat.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.flat.double), repr(sym.flat.double)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.flat.double		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.flat.double
sym.flat.quarter	p1322-path-sym.flat.quarter	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.flat.quarter), repr(sym.flat.quarter)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.flat.quarter		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.flat.quarter
sym.flat.t	p1322-path-sym.flat.t	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.flat.t), repr(sym.flat.t)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.flat.t		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.flat.t
sym.floor.l	p1322-path-sym.floor.l	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.floor.l), repr(sym.floor.l)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.floor.l		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.floor.l
sym.floor.r	p1322-path-sym.floor.r	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.floor.r), repr(sym.floor.r)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.floor.r		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.floor.r
sym.floral.l	p1322-path-sym.floral.l	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.floral.l), repr(sym.floral.l)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.floral.l		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.floral.l
sym.floral.r	p1322-path-sym.floral.r	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.floral.r), repr(sym.floral.r)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.floral.r		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.floral.r
sym.forces.not	p1322-path-sym.forces.not	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.forces.not), repr(sym.forces.not)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.forces.not		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.forces.not
sym.gender.female.double	p1322-path-sym.gender.female.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.gender.female.double), repr(sym.gender.female.double)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.gender.female.double		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.gender.female.double
sym.gender.female.male	p1322-path-sym.gender.female.male	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.gender.female.male), repr(sym.gender.female.male)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.gender.female.male		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.gender.female.male
sym.gender.male.double	p1322-path-sym.gender.male.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.gender.male.double), repr(sym.gender.male.double)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.gender.male.double		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.gender.male.double
sym.gender.male.female	p1322-path-sym.gender.male.female	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.gender.male.female), repr(sym.gender.male.female)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.gender.male.female		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.gender.male.female
sym.gender.male.stroke	p1322-path-sym.gender.male.stroke	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.gender.male.stroke), repr(sym.gender.male.stroke)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.gender.male.stroke		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.gender.male.stroke
sym.gender.male.stroke.r	p1322-path-sym.gender.male.stroke.r	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.gender.male.stroke.r), repr(sym.gender.male.stroke.r)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.gender.male.stroke.r		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.gender.male.stroke.r
sym.gender.male.stroke.t	p1322-path-sym.gender.male.stroke.t	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.gender.male.stroke.t), repr(sym.gender.male.stroke.t)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.gender.male.stroke.t		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.gender.male.stroke.t
sym.gt.approx	p1322-path-sym.gt.approx	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.gt.approx), repr(sym.gt.approx)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.gt.approx		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.gt.approx
