path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	measurement_ref
sym.die.two	p1322-path-sym.die.two	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.die.two), repr(sym.die.two)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.die.two		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.die.two
sym.div.o	p1322-path-sym.div.o	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.div.o), repr(sym.div.o)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.div.o		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.div.o
sym.div.slanted.o	p1322-path-sym.div.slanted.o	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.div.slanted.o), repr(sym.div.slanted.o)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.div.slanted.o		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.div.slanted.o
sym.divides.not	p1322-path-sym.divides.not	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.divides.not), repr(sym.divides.not)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.divides.not		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.divides.not
sym.divides.not.rev	p1322-path-sym.divides.not.rev	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.divides.not.rev), repr(sym.divides.not.rev)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.divides.not.rev		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.divides.not.rev
sym.divides.struck	p1322-path-sym.divides.struck	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.divides.struck), repr(sym.divides.struck)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.divides.struck		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.divides.struck
sym.dot.basic	p1322-path-sym.dot.basic	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.basic), repr(sym.dot.basic)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.basic		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.basic
sym.dot.c	p1322-path-sym.dot.c	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.c), repr(sym.dot.c)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.c		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.c
sym.dot.double	p1322-path-sym.dot.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.double), repr(sym.dot.double)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.double		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.double
sym.dot.o	p1322-path-sym.dot.o	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.o), repr(sym.dot.o)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.o		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.o
sym.dot.o.big	p1322-path-sym.dot.o.big	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.o.big), repr(sym.dot.o.big)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.o.big		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.o.big
sym.dot.op	p1322-path-sym.dot.op	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.op), repr(sym.dot.op)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.op		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.op
sym.dot.quad	p1322-path-sym.dot.quad	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.quad), repr(sym.dot.quad)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.quad		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.quad
sym.dot.square	p1322-path-sym.dot.square	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.square), repr(sym.dot.square)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.square		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.square
sym.dot.triple	p1322-path-sym.dot.triple	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dot.triple), repr(sym.dot.triple)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dot.triple		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dot.triple
sym.dotless.i	p1322-path-sym.dotless.i	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dotless.i), repr(sym.dotless.i)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dotless.i		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dotless.i
sym.dotless.j	p1322-path-sym.dotless.j	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dotless.j), repr(sym.dotless.j)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dotless.j		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dotless.j
sym.dots.down	p1322-path-sym.dots.down	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dots.down), repr(sym.dots.down)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dots.down		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dots.down
sym.dots.h	p1322-path-sym.dots.h	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dots.h), repr(sym.dots.h)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dots.h		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dots.h
sym.dots.h.c	p1322-path-sym.dots.h.c	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dots.h.c), repr(sym.dots.h.c)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dots.h.c		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dots.h.c
sym.dots.up	p1322-path-sym.dots.up	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dots.up), repr(sym.dots.up)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dots.up		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dots.up
sym.dots.v	p1322-path-sym.dots.v	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.dots.v), repr(sym.dots.v)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.dots.v		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.dots.v
sym.earth.alt	p1322-path-sym.earth.alt	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.earth.alt), repr(sym.earth.alt)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.earth.alt		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.earth.alt
sym.ellipse.filled.h	p1322-path-sym.ellipse.filled.h	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.ellipse.filled.h), repr(sym.ellipse.filled.h)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.ellipse.filled.h		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.ellipse.filled.h
sym.ellipse.filled.v	p1322-path-sym.ellipse.filled.v	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.ellipse.filled.v), repr(sym.ellipse.filled.v)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.ellipse.filled.v		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.ellipse.filled.v
