path	profiles	runtime_class_by_profile	previous_class	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_hash_declared	owner_prompt_sha256	l0_claim	gate_class	inference	refutation	recommended_action	universe	probe_id	canonical_route
html.th	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.th	
html.thead	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.thead	
html.time	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.time	
html.tr	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.tr	
html.track	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:VANILLA_ONLY;a11y:MATCH_DIAGNOSTIC;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/html.rs:24	lab/typst-original/crates/typst-html/src/typed.rs:32	00_nucleo/prompts/compiler/stdlib/html.md	33e187a1	df741b13ec8a3630180d65c3b606aca20385ab2b00d3d93836e85b5fbdca9ac9	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-html.track	
inline	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/math_style.rs:2	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	Retenção/global documentado no L0 semântico e/ou decisão de compatibilidade explícita no consumer; não se infere intenção somente da disponibilidade.	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	CRYSTALLINE_ONLY fresco em todos os perfis; a intenção é auditada separadamente da execução.	Fonte normativa proibindo a publicação, remoção da retenção deliberada ou aceitação vanilla refutaria extensão.	Não selecionar automaticamente; reabrir contrato somente por decisão humana.	p1299_residual_160	path-inline	math.inline
italic	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/math_style.rs:2	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	Retenção/global documentado no L0 semântico e/ou decisão de compatibilidade explícita no consumer; não se infere intenção somente da disponibilidade.	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	CRYSTALLINE_ONLY fresco em todos os perfis; a intenção é auditada separadamente da execução.	Fonte normativa proibindo a publicação, remoção da retenção deliberada ou aceitação vanilla refutaria extensão.	Não selecionar automaticamente; reabrir contrato somente por decisão humana.	p1299_residual_160	path-italic	math.italic
json.encode	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/loading.rs:267	lab/typst-original/crates/typst-library/src/loading/json.rs:134	00_nucleo/prompts/compiler/stdlib/loading.md	9379f85f	d6cf9cd85c0c25dc3f7a5f6c3a9f47cf956d9fd6e998932ca87ab5b1e58e2c72	loading.md:24-50 só autoriza cbor.encode; eval/mod.rs:1723-1739 registra json/toml/yaml sem namespace.	ADR-0127_HUMAN_GATE_REQUIRED	Presença VANILLA_ONLY confirmada nos quatro perfis e suite E mede assinatura/chamadas; coorte requer loading + eval e testes, possível reexport _comum.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-json.encode	
linear_rgb	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	L0_CONTRADICTION	CLOSED_CONFIRMED	01_core/src/compiler/eval/mod.rs:1651	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/eval.md	38aa5e89	ce02b7d257e29742071497f112f1ea42ed734a93989e8fbb1332f1c09590f5e2	P1300 exclui exatamente os aliases globais; rotas color.* são preservadas.	NO_CHANGE_CLOSED_CONTROL	Matriz fresca confirma fechamento histórico nos quatro perfis; nenhuma regressão temporal.	Qualquer perfil ou repetição divergir do diagnóstico/valor vanilla.	Preservar como sentinela fechada, fora dos 160 residuais.	historical_closed_extra	path-linear_rgb	color.linear-rgb
list.item	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/eval/bindings/field_access.rs:269	lab/typst-original/crates/typst-library/src/model/list.rs:167	00_nucleo/prompts/compiler/eval/bindings/field_access.md	2d102890	92aa897909abfb6095ab59191614b0fd87c0d648e8e593ed8f0702176c2a542e	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-list.item	
lof	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/structural/outline.rs:2	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	Retenção/global documentado no L0 semântico e/ou decisão de compatibilidade explícita no consumer; não se infere intenção somente da disponibilidade.	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	CRYSTALLINE_ONLY fresco em todos os perfis; a intenção é auditada separadamente da execução.	Fonte normativa proibindo a publicação, remoção da retenção deliberada ou aceitação vanilla refutaria extensão.	Não selecionar automaticamente; reabrir contrato somente por decisão humana.	p1299_residual_160	path-lof	
lot	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/structural/outline.rs:2	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	Retenção/global documentado no L0 semântico e/ou decisão de compatibilidade explícita no consumer; não se infere intenção somente da disponibilidade.	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	CRYSTALLINE_ONLY fresco em todos os perfis; a intenção é auditada separadamente da execução.	Fonte normativa proibindo a publicação, remoção da retenção deliberada ou aceitação vanilla refutaria extensão.	Não selecionar automaticamente; reabrir contrato somente por decisão humana.	p1299_residual_160	path-lot	
math.abs	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/lr.rs:112	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.abs	
math.accent	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/accent.rs:33	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.accent	
math.bold	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/style.rs:15	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.bold	
math.cal	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/style.rs:79	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.cal	
math.cases	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/matrix.rs:238	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.cases	
math.display	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/style.rs:173	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.display	
math.frac	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/frac.rs:25	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.frac	
math.italic	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/style.rs:39	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.italic	
math.limits	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/attach.rs:86	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.limits	
math.lr	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/lr.rs:24	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.lr	
math.mat	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/matrix.rs:92	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.mat	
math.mid	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/lr.rs:46	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.mid	
math.norm	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/lr.rs:130	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.norm	
math.overbrace	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:50	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.overbrace	
math.overbracket	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:82	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.overbracket	
math.overline	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:22	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.overline	
math.overparen	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:114	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.overparen	
