path	profiles	runtime_class	crystalline_registration_file_line	vanilla_source_file_line	canonical_route	owner_prompt	owner_prompt_hash_declared	owner_prompt_sha256	l0_claim	language_class	gate_class	inference	refutation	recommended_action
math.root	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/root.rs:RootElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.round	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/lr.rs:round		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.sans	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/style.rs:sans		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.scr	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/style.rs:scr		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.sscript	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/style.rs:sscript		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.stretch	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/attach.rs:StretchElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.text	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/text/mod.rs:TextElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.underbrace	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:UnderbraceElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.underbracket	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:UnderbracketElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.underparen	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:UnderparenElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.undershell	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/underover.rs:UndershellElem		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
math.upright	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/math/style.rs:upright		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
mono	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1994	ABSENT in ratified public catalog	math.mono	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
op	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1985	ABSENT in ratified public catalog	math.op	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
outline.entry	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/outline.rs:OutlineEntry		00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
outline.entry.body	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/outline.rs:OutlineEntry::body		00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
outline.entry.indented	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/outline.rs:OutlineEntry::indented		00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
outline.entry.inner	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/outline.rs:OutlineEntry::inner		00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
outline.entry.page	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/outline.rs:OutlineEntry::page		00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
outline.entry.prefix	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/outline.rs:OutlineEntry::prefix		00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
par.line	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/par.rs:ParLine		00_nucleo/prompts/compiler/eval/bindings/field_access.md	d37b05cb	3e5b96f5d62a693cb8291f63cd656a73ba19ebd69e29446858d36e475bff4a60	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
pdf.data-cell	default,html,a11y,html+a11y	default:DIFFERENT_DIAGNOSTIC;html:DIFFERENT_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	01_core/src/compiler/eval/bindings/field_access.rs:83-102	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/eval/bindings/field_access.md	d37b05cb	3e5b96f5d62a693cb8291f63cd656a73ba19ebd69e29446858d36e475bff4a60	both reject semantically, but the public diagnostic/span differs byte-for-byte	DIAGNOSTIC_SPAN_DIVERGENCE	ADR-0127_CONTINUOUS_DIAGNOSTIC_PARITY	The closed classifier preserves full stderr and detects a diagnostic observable difference.	Identical exit code and stderr would refute this.	Queue a field-access span cohort; do not mix it with public binding removal.
pdf.header-cell	default,html,a11y,html+a11y	default:DIFFERENT_DIAGNOSTIC;html:DIFFERENT_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	01_core/src/compiler/eval/bindings/field_access.rs:83-102	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/eval/bindings/field_access.md	d37b05cb	3e5b96f5d62a693cb8291f63cd656a73ba19ebd69e29446858d36e475bff4a60	both reject semantically, but the public diagnostic/span differs byte-for-byte	DIAGNOSTIC_SPAN_DIVERGENCE	ADR-0127_CONTINUOUS_DIAGNOSTIC_PARITY	The closed classifier preserves full stderr and detects a diagnostic observable difference.	Identical exit code and stderr would refute this.	Queue a field-access span cohort; do not mix it with public binding removal.
pdf.table-summary	default,html,a11y,html+a11y	default:DIFFERENT_DIAGNOSTIC;html:DIFFERENT_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	01_core/src/compiler/eval/bindings/field_access.rs:83-102	runtime canary; see full bilateral receipt		00_nucleo/prompts/compiler/eval/bindings/field_access.md	d37b05cb	3e5b96f5d62a693cb8291f63cd656a73ba19ebd69e29446858d36e475bff4a60	both reject semantically, but the public diagnostic/span differs byte-for-byte	DIAGNOSTIC_SPAN_DIVERGENCE	ADR-0127_CONTINUOUS_DIAGNOSTIC_PARITY	The closed classifier preserves full stderr and detects a diagnostic observable difference.	Identical exit code and stderr would refute this.	Queue a field-access span cohort; do not mix it with public binding removal.
polygon.regular	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/visualize/polygon.rs:PolygonElem::regular		00_nucleo/prompts/compiler/stdlib/shapes.md	6a9b5568	389f4f7905fcdaa2d5f61040475c04571c489cef0720f7ef453f14e36e61ed17	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
raw.line	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/text/raw.rs:RawLine		00_nucleo/prompts/compiler/stdlib/text.md	a8732f7f	1dadbba93127f2b62a8728bf0a92c5378c8f52b15bff5aa9152290faf0ac72a5	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
replace	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1968	ABSENT in ratified public catalog		00_nucleo/prompts/compiler/stdlib/text.md	a8732f7f	1dadbba93127f2b62a8728bf0a92c5378c8f52b15bff5aa9152290faf0ac72a5	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
sans	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1995	ABSENT in ratified public catalog	math.sans	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
scr	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1996	ABSENT in ratified public catalog	math.scr	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
script	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1997	ABSENT in ratified public catalog	math.script	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
selector.after	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/foundations/selector.rs:Selector::after		00_nucleo/prompts/compiler/stdlib/foundations/selector.md	38a8528f	1a603e05d436e5f2359f77e3e71c0e233478ecf13209f71801fb45ae40214799	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
selector.before	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/foundations/selector.rs:Selector::before		00_nucleo/prompts/compiler/stdlib/foundations/selector.md	38a8528f	1a603e05d436e5f2359f77e3e71c0e233478ecf13209f71801fb45ae40214799	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
serif	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1998	ABSENT in ratified public catalog	math.serif	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
sscript	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1999	ABSENT in ratified public catalog	math.sscript	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
state_at	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1900	ABSENT in ratified public catalog	state.at	00_nucleo/prompts/compiler/stdlib/state.md	22d3e6d3	daf180d5e77f0a9d307b8b1a2b148741a6ac82a776ab17a510f107c5bff42eb1	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
state_display	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1914	ABSENT in ratified public catalog		00_nucleo/prompts/compiler/stdlib/state.md	22d3e6d3	daf180d5e77f0a9d307b8b1a2b148741a6ac82a776ab17a510f107c5bff42eb1	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
state_final	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1892	ABSENT in ratified public catalog	state.final	00_nucleo/prompts/compiler/stdlib/state.md	22d3e6d3	daf180d5e77f0a9d307b8b1a2b148741a6ac82a776ab17a510f107c5bff42eb1	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
state_update	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1884	ABSENT in ratified public catalog	state.update	00_nucleo/prompts/compiler/stdlib/state.md	22d3e6d3	daf180d5e77f0a9d307b8b1a2b148741a6ac82a776ab17a510f107c5bff42eb1	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
