path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	historical_cohort_only	measurement_ref	extension_evidence_ref	parity_credit	three_orders_stable
sym.penta.stroked	p1322-path-sym.penta.stroked	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.penta.stroked), repr(sym.penta.stroked)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.penta.stroked		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.penta.stroked			true
sym.perp.o	p1322-path-sym.perp.o	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.perp.o), repr(sym.perp.o)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.perp.o		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.perp.o			true
sym.peso.philippine	p1322-path-sym.peso.philippine	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.peso.philippine), repr(sym.peso.philippine)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.peso.philippine		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.peso.philippine			true
sym.phi.alt	p1322-path-sym.phi.alt	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.phi.alt), repr(sym.phi.alt)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.phi.alt		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.phi.alt			true
sym.pi.alt	p1322-path-sym.pi.alt	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.pi.alt), repr(sym.pi.alt)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.pi.alt		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.pi.alt			true
sym.pilcrow.rev	p1322-path-sym.pilcrow.rev	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.pilcrow.rev), repr(sym.pilcrow.rev)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.pilcrow.rev		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.pilcrow.rev			true
sym.plus.dot	p1322-path-sym.plus.dot	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.dot), repr(sym.plus.dot)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.dot		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.dot			true
sym.plus.double	p1322-path-sym.plus.double	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.double), repr(sym.plus.double)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.double		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.double			true
sym.plus.hat	p1322-path-sym.plus.hat	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.hat), repr(sym.plus.hat)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.hat		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.hat			true
sym.plus.minus	p1322-path-sym.plus.minus	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.minus), repr(sym.plus.minus)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.minus		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.minus			true
sym.plus.o	p1322-path-sym.plus.o	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.o), repr(sym.plus.o)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.o		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.o			true
sym.plus.o.arrow	p1322-path-sym.plus.o.arrow	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.o.arrow), repr(sym.plus.o.arrow)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.o.arrow		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.o.arrow			true
sym.plus.o.big	p1322-path-sym.plus.o.big	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.o.big), repr(sym.plus.o.big)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.o.big		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.o.big			true
sym.plus.o.l	p1322-path-sym.plus.o.l	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.o.l), repr(sym.plus.o.l)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.o.l		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.o.l			true
sym.plus.o.r	p1322-path-sym.plus.o.r	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.o.r), repr(sym.plus.o.r)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.o.r		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.o.r			true
sym.plus.square	p1322-path-sym.plus.square	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.square), repr(sym.plus.square)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.square		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.square			true
sym.plus.triangle	p1322-path-sym.plus.triangle	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.triangle), repr(sym.plus.triangle)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.triangle		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.triangle			true
sym.plus.triple	p1322-path-sym.plus.triple	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.plus.triple), repr(sym.plus.triple)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.plus.triple		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.plus.triple			true
sym.power.off	p1322-path-sym.power.off	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.power.off), repr(sym.power.off)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.power.off		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.power.off			true
sym.power.on	p1322-path-sym.power.on	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.power.on), repr(sym.power.on)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.power.on		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.power.on			true
sym.power.on.off	p1322-path-sym.power.on.off	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.power.on.off), repr(sym.power.on.off)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.power.on.off		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.power.on.off			true
sym.power.sleep	p1322-path-sym.power.sleep	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.power.sleep), repr(sym.power.sleep)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.power.sleep		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.power.sleep			true
sym.power.standby	p1322-path-sym.power.standby	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.power.standby), repr(sym.power.standby)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.power.standby		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.power.standby			true
sym.prec.approx	p1322-path-sym.prec.approx	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.prec.approx), repr(sym.prec.approx)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	sym.prec.approx		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#p1322-path-sym.prec.approx			true
