id	universe	path_or_case	classification	owner_candidate	status	evidence	note
surface:sym.EE	surface-wide-provisional	sym.EE	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Epsilon	surface-wide-provisional	sym.Epsilon	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Eta	surface-wide-provisional	sym.Eta	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.FF	surface-wide-provisional	sym.FF	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.GG	surface-wide-provisional	sym.GG	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Gamma	surface-wide-provisional	sym.Gamma	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.HH	surface-wide-provisional	sym.HH	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.II	surface-wide-provisional	sym.II	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Im	surface-wide-provisional	sym.Im	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Iota	surface-wide-provisional	sym.Iota	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.JJ	surface-wide-provisional	sym.JJ	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.KK	surface-wide-provisional	sym.KK	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Kappa	surface-wide-provisional	sym.Kappa	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.LL	surface-wide-provisional	sym.LL	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Lambda	surface-wide-provisional	sym.Lambda	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.MM	surface-wide-provisional	sym.MM	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Mu	surface-wide-provisional	sym.Mu	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.NN	surface-wide-provisional	sym.NN	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Nu	surface-wide-provisional	sym.Nu	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.OO	surface-wide-provisional	sym.OO	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Omega	surface-wide-provisional	sym.Omega	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Omicron	surface-wide-provisional	sym.Omicron	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.PP	surface-wide-provisional	sym.PP	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Phi	surface-wide-provisional	sym.Phi	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Pi	surface-wide-provisional	sym.Pi	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Psi	surface-wide-provisional	sym.Psi	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.QQ	surface-wide-provisional	sym.QQ	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.RR	surface-wide-provisional	sym.RR	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Re	surface-wide-provisional	sym.Re	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Rho	surface-wide-provisional	sym.Rho	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.SS	surface-wide-provisional	sym.SS	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Sha	surface-wide-provisional	sym.Sha	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Sigma	surface-wide-provisional	sym.Sigma	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.TT	surface-wide-provisional	sym.TT	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Tau	surface-wide-provisional	sym.Tau	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Theta	surface-wide-provisional	sym.Theta	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.UU	surface-wide-provisional	sym.UU	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Upsilon	surface-wide-provisional	sym.Upsilon	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.VV	surface-wide-provisional	sym.VV	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.WW	surface-wide-provisional	sym.WW	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.XX	surface-wide-provisional	sym.XX	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Xi	surface-wide-provisional	sym.Xi	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.YY	surface-wide-provisional	sym.YY	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.ZZ	surface-wide-provisional	sym.ZZ	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.Zeta	surface-wide-provisional	sym.Zeta	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.acute	surface-wide-provisional	sym.acute	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.afghani	surface-wide-provisional	sym.afghani	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.aleph	surface-wide-provisional	sym.aleph	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.angle	surface-wide-provisional	sym.angle	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.angstrom	surface-wide-provisional	sym.angstrom	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.angzarr	surface-wide-provisional	sym.angzarr	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.approx	surface-wide-provisional	sym.approx	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.arrowhead	surface-wide-provisional	sym.arrowhead	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.arrows	surface-wide-provisional	sym.arrows	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.ast	surface-wide-provisional	sym.ast	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.asymp	surface-wide-provisional	sym.asymp	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.at	surface-wide-provisional	sym.at	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.backslash	surface-wide-provisional	sym.backslash	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.bag	surface-wide-provisional	sym.bag	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.baht	surface-wide-provisional	sym.baht	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.ballot	surface-wide-provisional	sym.ballot	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.bar	surface-wide-provisional	sym.bar	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.because	surface-wide-provisional	sym.because	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.bitcoin	surface-wide-provisional	sym.bitcoin	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.bot	surface-wide-provisional	sym.bot	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.brace	surface-wide-provisional	sym.brace	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.breve	surface-wide-provisional	sym.breve	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.caret	surface-wide-provisional	sym.caret	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.caron	surface-wide-provisional	sym.caron	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.cc	surface-wide-provisional	sym.cc	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.cedi	surface-wide-provisional	sym.cedi	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.cent	surface-wide-provisional	sym.cent	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.checkmark	surface-wide-provisional	sym.checkmark	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.co	surface-wide-provisional	sym.co	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.colon	surface-wide-provisional	sym.colon	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.comma	surface-wide-provisional	sym.comma	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.complement	surface-wide-provisional	sym.complement	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.compose	surface-wide-provisional	sym.compose	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control	surface-wide-provisional	sym.control	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.ack	surface-wide-provisional	sym.control.ack	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.bel	surface-wide-provisional	sym.control.bel	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.bs	surface-wide-provisional	sym.control.bs	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.can	surface-wide-provisional	sym.control.can	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.cr	surface-wide-provisional	sym.control.cr	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.dc	surface-wide-provisional	sym.control.dc	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.del	surface-wide-provisional	sym.control.del	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.dle	surface-wide-provisional	sym.control.dle	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.em	surface-wide-provisional	sym.control.em	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.enq	surface-wide-provisional	sym.control.enq	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.eot	surface-wide-provisional	sym.control.eot	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.esc	surface-wide-provisional	sym.control.esc	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.etb	surface-wide-provisional	sym.control.etb	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.etx	surface-wide-provisional	sym.control.etx	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.ff	surface-wide-provisional	sym.control.ff	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.fs	surface-wide-provisional	sym.control.fs	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.gs	surface-wide-provisional	sym.control.gs	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.ht	surface-wide-provisional	sym.control.ht	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.lf	surface-wide-provisional	sym.control.lf	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.nak	surface-wide-provisional	sym.control.nak	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.nl	surface-wide-provisional	sym.control.nl	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.nul	surface-wide-provisional	sym.control.nul	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.rs	surface-wide-provisional	sym.control.rs	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.si	surface-wide-provisional	sym.control.si	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.so	surface-wide-provisional	sym.control.so	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.soh	surface-wide-provisional	sym.control.soh	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.sp	surface-wide-provisional	sym.control.sp	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.stx	surface-wide-provisional	sym.control.stx	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.sub	surface-wide-provisional	sym.control.sub	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.syn	surface-wide-provisional	sym.control.syn	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.us	surface-wide-provisional	sym.control.us	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.control.vt	surface-wide-provisional	sym.control.vt	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.convolve	surface-wide-provisional	sym.convolve	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.copyleft	surface-wide-provisional	sym.copyleft	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.corner	surface-wide-provisional	sym.corner	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.crossmark	surface-wide-provisional	sym.crossmark	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.currency	surface-wide-provisional	sym.currency	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.daleth	surface-wide-provisional	sym.daleth	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.dash	surface-wide-provisional	sym.dash	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.degree	surface-wide-provisional	sym.degree	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.diaer	surface-wide-provisional	sym.diaer	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.diameter	surface-wide-provisional	sym.diameter	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.die	surface-wide-provisional	sym.die	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.digamma	surface-wide-provisional	sym.digamma	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.divides	surface-wide-provisional	sym.divides	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.dollar	surface-wide-provisional	sym.dollar	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.dong	surface-wide-provisional	sym.dong	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.dorome	surface-wide-provisional	sym.dorome	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.dotless	surface-wide-provisional	sym.dotless	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.dram	surface-wide-provisional	sym.dram	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.earth	surface-wide-provisional	sym.earth	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.ell	surface-wide-provisional	sym.ell	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.ellipse	surface-wide-provisional	sym.ellipse	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:sym.equiv	surface-wide-provisional	sym.equiv	MISSING_MEMBER	owner for stdlib `sym`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
